OBJECTID,COMID,FDATE,RESOLUTION,GNIS_ID,GNIS_NAME,LENGTHKM,REACHCODE,FLOWDIR,WBAREACOMI,FTYPE,FCODE,Shape_Length,StreamLeve,StreamOrde,StreamCalc,FromNode,ToNode,Hydroseq,LevelPathI,Pathlength,TerminalPa,ArbolateSu,Divergence,StartFlag,TerminalFl,DnLevel,UpLevelPat,UpHydroseq,DnLevelPat,DnMinorHyd,DnDrainCou,DnHydroseq,FromMeas,ToMeas,RtnDiv,VPUIn,VPUOut,AreaSqKM,TotDASqKM,DivDASqKM,Tidal,TOTMA,WBAreaType,HWNodeSqKM,MAXELEVRAW,MINELEVRAW,MAXELEVSMO,MINELEVSMO,SLOPE,ELEVFIXED,HWTYPE,SLOPELENKM,QA_MA,VA_MA,QC_MA,VC_MA,QE_MA,VE_MA,QA_01,VA_01,QC_01,VC_01,QE_01,VE_01,QA_02,VA_02,QC_02,VC_02,QE_02,VE_02,QA_03,VA_03,QC_03,VC_03,QE_03,VE_03,QA_04,VA_04,QC_04,VC_04,QE_04,VE_04,QA_05,VA_05,QC_05,VC_05,QE_05,VE_05,QA_06,VA_06,QC_06,VC_06,QE_06,VE_06,QA_07,VA_07,QC_07,VC_07,QE_07,VE_07,QA_08,VA_08,QC_08,VC_08,QE_08,VE_08,QA_09,VA_09,QC_09,VC_09,QE_09,VE_09,QA_10,VA_10,QC_10,VC_10,QE_10,VE_10,QA_11,VA_11,QC_11,VC_11,QE_11,VE_11,QA_12,VA_12,QC_12,VC_12,QE_12,VE_12,LakeFract,SurfArea,RAreaHLoad,RPUID,VPUID,Enabled
2557299,2664503,7/15/1999 0:00:00,Medium,229433,Navarro River,3.640000000000000,18010108000114,With Digitized,0,StreamRiver,46006,0.038299721787342,1,5,5,10005947.000000000000000,10006200.000000000000000,10013773.000000000000000,10013609.000000000000000,2.475000000000000,10013609.000000000000000,664.143000000000029,0,0,0,1,10013609.000000000000000,10013933.000000000000000,10013609.000000000000000,0.000000000000000,1,10013609.000000000000000,40.501800000000003,100.000000000000000,0,0,0,4.911300000000000,813.396600000000035,813.396600000000035,1,-9999.000000000000000, ,,-9998.000000000000000,178.000000000000000,588.000000000000000,178.000000000000000,0.001126370000000,0, ,3.6400001,660.250000000000000,-9999.000000000000000,554.620000000000005,-9999.000000000000000,528.139999999999986,-9999.000000000000000,1579.049999999999955,-9999.000000000000000,1267.307999999999993,-9999.000000000000000,1631.405999999999949,-9999.000000000000000,1778.816000000000031,-9999.000000000000000,1329.643000000000029,-9999.000000000000000,1552.864000000000033,-9999.000000000000000,1701.048000000000002,-9999.000000000000000,1278.401000000000067,-9999.000000000000000,1309.541999999999916,-9999.000000000000000,906.297000000000025,-9999.000000000000000,906.297000000000025,-9999.000000000000000,490.567000000000007,-9999.000000000000000,453.567999999999984,-9999.000000000000000,453.567999999999984,-9999.000000000000000,150.616999999999990,-9999.000000000000000,221.466000000000008,-9999.000000000000000,249.514999999999986,-9999.000000000000000,64.007000000000005,-9999.000000000000000,110.132999999999996,-9999.000000000000000,68.802999999999997,-9999.000000000000000,22.597000000000001,-9999.000000000000000,56.569000000000003,-9999.000000000000000,26.146000000000001,-9999.000000000000000,10.878000000000000,-9999.000000000000000,36.799999999999997,-9999.000000000000000,21.478000000000002,-9999.000000000000000,9.573000000000000,-9999.000000000000000,50.037999999999997,-9999.000000000000000,39.884000000000000,-9999.000000000000000,23.594000000000001,-9999.000000000000000,133.552999999999997,-9999.000000000000000,138.758999999999986,-9999.000000000000000,311.230999999999995,-9999.000000000000000,899.865000000000009,-9999.000000000000000,640.187000000000012,-9999.000000000000000,786.220000000000027,-9999.000000000000000,,,,18c,18,1
2557300,2665669,3/17/2008 0:00:00,Medium,229433,Navarro River,2.475000000000000,18010108000114,With Digitized,8306698,ArtificialPath,55800,0.026467846629296,1,5,5,10006200.000000000000000,10006199.000000000000000,10013609.000000000000000,10013609.000000000000000,0.000000000000000,10013609.000000000000000,666.618000000000052,0,0,1,0,10013609.000000000000000,10013773.000000000000000,10000002.000000000000000,0.000000000000000,1,10001426.000000000000000,0.000000000000000,40.501800000000003,0,0,0,2.592900000000000,815.989500000000021,815.989500000000021,1,-9999.000000000000000,StreamRiver,,-9998.000000000000000,-86.000000000000000,178.000000000000000,-86.000000000000000,0.001066660000000,0, ,2.4749999,662.054999999999950,-9999.000000000000000,556.283000000000015,-9999.000000000000000,529.802999999999997,-9999.000000000000000,1583.367999999999938,-9999.000000000000000,1270.674999999999955,-9999.000000000000000,1634.773999999999887,-9999.000000000000000,1783.578999999999951,-9999.000000000000000,1333.276000000000067,-9999.000000000000000,1556.498000000000047,-9999.000000000000000,1705.574000000000069,-9999.000000000000000,1282.112000000000080,-9999.000000000000000,1313.251999999999953,-9999.000000000000000,908.836999999999989,-9999.000000000000000,908.836999999999989,-9999.000000000000000,493.107000000000028,-9999.000000000000000,454.846999999999980,-9999.000000000000000,454.846999999999980,-9999.000000000000000,151.896999999999991,-9999.000000000000000,222.087999999999994,-9999.000000000000000,250.348000000000013,-9999.000000000000000,64.840000000000003,-9999.000000000000000,110.444000000000003,-9999.000000000000000,69.013999999999996,-9999.000000000000000,22.808000000000000,-9999.000000000000000,56.740000000000002,-9999.000000000000000,26.225000000000001,-9999.000000000000000,10.956000000000000,-9999.000000000000000,36.904000000000003,-9999.000000000000000,21.536999999999999,-9999.000000000000000,9.632000000000000,-9999.000000000000000,50.179000000000002,-9999.000000000000000,40.000999999999998,-9999.000000000000000,23.710999999999999,-9999.000000000000000,133.859000000000009,-9999.000000000000000,139.079000000000008,-9999.000000000000000,311.550999999999988,-9999.000000000000000,902.465000000000032,-9999.000000000000000,641.885999999999967,-9999.000000000000000,787.918999999999983,-9999.000000000000000,,,,18c,18,1
2557301,2664505,7/15/1999 0:00:00,Medium,229433,Navarro River,0.710000000000000,18010108000115,With Digitized,0,StreamRiver,46006,0.007866636424037,1,5,5,10005948.000000000000000,10005947.000000000000000,10013933.000000000000000,10013609.000000000000000,6.115000000000000,10013609.000000000000000,656.072999999999979,0,0,0,1,10013609.000000000000000,10014102.000000000000000,10013609.000000000000000,0.000000000000000,1,10013773.000000000000000,0.000000000000000,100.000000000000000,0,0,0,0.464400000000000,803.866499999999974,803.866499999999974,1,-9999.000000000000000, ,,-9998.000000000000000,359.000000000000000,588.000000000000000,588.000000000000000,0.000010000000000,0, ,0.7100000,652.481999999999971,-9999.000000000000000,547.464000000000055,-9999.000000000000000,520.984000000000037,-9999.000000000000000,1560.433999999999969,-9999.000000000000000,1252.788000000000011,-9999.000000000000000,1616.885999999999967,-9999.000000000000000,1758.592000000000098,-9999.000000000000000,1314.219000000000051,-9999.000000000000000,1537.441000000000031,-9999.000000000000000,1681.888999999999896,-9999.000000000000000,1262.703999999999951,-9999.000000000000000,1293.844000000000051,-9999.000000000000000,895.413999999999987,-9999.000000000000000,895.413999999999987,-9999.000000000000000,479.684000000000026,-9999.000000000000000,448.129000000000019,-9999.000000000000000,448.129000000000019,-9999.000000000000000,145.179000000000002,-9999.000000000000000,218.795999999999992,-9999.000000000000000,245.938999999999993,-9999.000000000000000,60.430999999999997,-9999.000000000000000,108.802000000000007,-9999.000000000000000,67.902000000000001,-9999.000000000000000,21.696000000000002,-9999.000000000000000,55.862000000000002,-9999.000000000000000,25.821000000000002,-9999.000000000000000,10.552000000000000,-9999.000000000000000,36.305000000000000,-9999.000000000000000,21.202000000000002,-9999.000000000000000,9.297000000000001,-9999.000000000000000,49.399000000000001,-9999.000000000000000,39.353999999999999,-9999.000000000000000,23.064000000000000,-9999.000000000000000,131.764999999999986,-9999.000000000000000,136.889999999999986,-9999.000000000000000,309.362000000000023,-9999.000000000000000,888.500000000000000,-9999.000000000000000,632.756999999999948,-9999.000000000000000,778.789999999999964,-9999.000000000000000,,,,18c,18,1
2557302,2664509,7/15/1999 0:00:00,Medium,229433,Navarro River,2.054000000000000,18010108000116,With Digitized,0,StreamRiver,46006,0.022540775920936,1,5,5,10005949.000000000000000,10005948.000000000000000,10014102.000000000000000,10013609.000000000000000,6.825000000000000,10013609.000000000000000,652.110000000000014,0,0,0,1,10013609.000000000000000,10014286.000000000000000,10013609.000000000000000,0.000000000000000,1,10013933.000000000000000,0.000000000000000,100.000000000000000,0,0,0,2.056500000000000,800.593200000000024,800.593200000000024,1,-9999.000000000000000, ,,-9998.000000000000000,381.000000000000000,588.000000000000000,588.000000000000000,0.000010000000000,0, ,2.0539999,649.832999999999970,-9999.000000000000000,545.025999999999954,-9999.000000000000000,518.546000000000049,-9999.000000000000000,1554.017000000000053,-9999.000000000000000,1247.781999999999925,-9999.000000000000000,1611.880000000000109,-9999.000000000000000,1751.596999999999980,-9999.000000000000000,1308.885999999999967,-9999.000000000000000,1532.107999999999947,-9999.000000000000000,1675.277000000000044,-9999.000000000000000,1257.289999999999964,-9999.000000000000000,1288.431000000000040,-9999.000000000000000,891.730000000000018,-9999.000000000000000,891.730000000000018,-9999.000000000000000,476.000000000000000,-9999.000000000000000,446.283999999999992,-9999.000000000000000,446.283999999999992,-9999.000000000000000,143.334000000000003,-9999.000000000000000,217.889999999999986,-9999.000000000000000,244.729000000000013,-9999.000000000000000,59.220999999999997,-9999.000000000000000,108.355000000000004,-9999.000000000000000,67.599000000000004,-9999.000000000000000,21.393000000000001,-9999.000000000000000,55.634999999999998,-9999.000000000000000,25.716999999999999,-9999.000000000000000,10.448000000000000,-9999.000000000000000,36.139000000000003,-9999.000000000000000,21.109000000000002,-9999.000000000000000,9.205000000000000,-9999.000000000000000,49.179000000000002,-9999.000000000000000,39.171999999999997,-9999.000000000000000,22.881000000000000,-9999.000000000000000,131.306000000000012,-9999.000000000000000,136.409999999999997,-9999.000000000000000,308.882000000000005,-9999.000000000000000,884.662000000000035,-9999.000000000000000,630.245000000000005,-9999.000000000000000,776.278000000000020,-9999.000000000000000,,,,18c,18,1
2557303,2664519,7/15/1999 0:00:00,Medium,229433,Navarro River,0.690000000000000,18010108000117,With Digitized,0,StreamRiver,46006,0.006840390148932,1,5,5,10005952.000000000000000,10005949.000000000000000,10014286.000000000000000,10013609.000000000000000,8.879000000000000,10013609.000000000000000,646.235000000000014,0,0,0,1,10013609.000000000000000,10014474.000000000000000,10013609.000000000000000,0.000000000000000,1,10014102.000000000000000,0.000000000000000,100.000000000000000,0,0,0,0.408600000000000,793.601999999999975,793.601999999999975,0,0.019230909528600, ,,-9998.000000000000000,473.000000000000000,624.000000000000000,588.000000000000000,0.000521730000000,0, ,0.6900000,644.592999999999961,1.382000000000000,540.206000000000017,1.366750000000000,513.725999999999999,1.362450000000000,1541.372000000000071,2.014060000000000,1237.914999999999964,1.952240000000000,1602.012999999999920,2.236550000000000,1737.740999999999985,2.126200000000000,1298.321999999999889,1.994360000000000,1521.542999999999893,2.184500000000000,1662.092000000000098,2.083740000000000,1246.500000000000000,1.958280000000000,1277.641000000000076,2.018280000000000,884.412000000000035,1.578350000000000,884.412000000000035,1.683440000000000,468.682000000000016,1.312320000000000,442.617000000000019,1.187730000000000,442.617000000000019,1.260500000000000,139.665999999999997,0.836240000000000,216.105999999999995,0.909320000000000,242.344999999999999,0.999860000000000,56.837000000000003,0.635860000000000,107.471000000000004,0.723090000000000,67.001999999999995,0.657770000000000,20.795999999999999,0.500390000000000,55.164999999999999,0.599420000000000,25.501000000000001,0.517570000000000,10.231999999999999,0.440140000000000,35.850000000000001,0.539890000000000,20.948000000000000,0.496830000000000,9.042999999999999,0.431780000000000,48.755000000000003,0.580940000000000,38.820000000000000,0.569870000000000,22.530000000000001,0.508740000000000,130.448000000000008,0.768020000000000,135.513000000000005,0.816230000000000,307.985000000000014,1.111690000000000,877.144000000000005,1.572800000000000,625.323999999999955,1.452260000000000,771.355999999999995,1.616360000000000,,,,18c,18,1
2557304,2665613,7/15/1999 0:00:00,Medium,229433,Navarro River,1.509000000000000,18010108000118,With Digitized,0,StreamRiver,46006,0.016892196932699,1,5,5,10006174.000000000000000,10005952.000000000000000,10014474.000000000000000,10013609.000000000000000,9.569000000000001,10013609.000000000000000,637.812000000000012,0,0,0,1,10013609.000000000000000,10014664.000000000000000,10013609.000000000000000,0.000000000000000,1,10014286.000000000000000,0.000000000000000,100.000000000000000,0,0,0,1.301400000000000,786.533400000000029,786.533400000000029,0,0.065919034360100, ,,-9998.000000000000000,506.000000000000000,624.000000000000000,624.000000000000000,0.000010000000000,0, ,1.5089999,639.073999999999955,0.879730000000000,535.133000000000038,0.871570000000000,508.653000000000020,0.869260000000000,1527.959000000000060,1.216020000000000,1227.446999999999889,1.183570000000000,1591.545000000000073,1.336220000000000,1722.982999999999947,1.275800000000000,1287.071999999999889,1.205890000000000,1510.294000000000096,1.308010000000000,1648.095000000000027,1.253240000000000,1235.055000000000064,1.186450000000000,1266.194999999999936,1.218690000000000,876.783000000000015,0.984190000000000,876.783000000000015,1.040390000000000,461.053999999999974,0.840750000000000,438.786000000000001,0.776320000000000,438.786000000000001,0.815230000000000,135.836000000000013,0.586610000000000,214.241999999999990,0.628170000000000,239.860999999999990,0.676170000000000,54.353000000000002,0.479450000000000,106.530000000000001,0.529050000000000,66.366000000000000,0.494290000000000,20.160000000000000,0.409420000000000,54.689000000000000,0.463260000000000,25.282000000000000,0.419750000000000,10.013000000000000,0.378060000000000,35.549999999999997,0.431600000000000,20.780000000000001,0.408740000000000,8.875000000000000,0.373740000000000,48.293999999999997,0.453360000000000,38.438000000000002,0.447490000000000,22.146999999999998,0.414590000000000,129.604000000000013,0.553260000000000,134.629999999999995,0.579040000000000,307.101999999999975,0.737430000000000,869.379999999999995,0.981160000000000,620.236999999999966,0.917480000000000,766.269999999999982,1.005600000000000,,,,18c,18,1
2557305,2664559,7/15/1999 0:00:00,Medium,229433,Navarro River,2.701000000000000,18010108000119,With Digitized,0,StreamRiver,46006,0.027689838673934,1,5,5,10005963.000000000000000,10006174.000000000000000,10014664.000000000000000,10013609.000000000000000,11.077999999999999,10013609.000000000000000,626.003000000000043,0,0,0,1,10013609.000000000000000,10014852.000000000000000,10013609.000000000000000,0.000000000000000,1,10014474.000000000000000,0.000000000000000,100.000000000000000,0,0,0,3.494700000000000,776.394000000000005,776.394000000000005,0,0.077848788401800, ,,-9998.000000000000000,587.000000000000000,732.000000000000000,624.000000000000000,0.000399850000000,0, ,2.7010000,631.798000000000002,1.332520000000000,528.451999999999998,1.317810000000000,526.337999999999965,1.317480000000000,1510.303000000000111,1.935170000000000,1213.663000000000011,1.878070000000000,1242.732999999999947,1.900790000000000,1703.513999999999896,2.042560000000000,1272.233999999999924,1.917850000000000,1290.057000000000016,1.932710000000000,1629.577999999999975,2.002170000000000,1219.926999999999907,1.882360000000000,1222.413000000000011,1.886910000000000,866.662000000000035,1.519670000000000,866.662000000000035,1.621050000000000,833.469000000000051,1.596430000000000,433.692999999999984,1.147060000000000,433.692999999999984,1.217250000000000,409.504000000000019,1.191570000000000,211.775000000000006,0.881560000000000,236.578000000000003,0.967160000000000,221.765999999999991,0.946080000000000,105.295000000000002,0.703890000000000,65.531999999999996,0.641580000000000,61.843000000000004,0.632070000000000,54.008000000000003,0.585840000000000,24.969000000000001,0.508000000000000,23.750000000000000,0.503110000000000,35.140999999999998,0.529230000000000,20.552000000000000,0.488390000000000,19.600999999999999,0.484240000000000,47.723999999999997,0.568200000000000,37.966000000000001,0.557740000000000,36.664999999999999,0.553610000000000,128.479999999999990,0.747970000000000,133.455999999999989,0.794470000000000,147.225999999999999,0.821410000000000,859.328999999999951,1.514220000000000,613.647000000000048,1.401190000000000,625.307000000000016,1.414160000000000,,,,18c,18,1
2557306,2664573,7/15/1999 0:00:00,Medium,229433,Navarro River,1.112000000000000,18010108000120,With Digitized,0,StreamRiver,46006,0.010634495153982,1,5,5,10005967.000000000000000,10005963.000000000000000,10014852.000000000000000,10013609.000000000000000,13.779000000000000,10013609.000000000000000,620.846000000000004,0,0,0,1,10013609.000000000000000,10015042.000000000000000,10013609.000000000000000,0.000000000000000,1,10014664.000000000000000,0.000000000000000,100.000000000000000,0,0,0,0.919800000000000,770.714100000000030,770.714100000000030,0,0.024784078258000, ,,-9998.000000000000000,691.000000000000000,1077.000000000000000,732.000000000000000,0.003102510000000,0, ,1.1120000,627.690000000000055,1.724610000000000,524.683999999999969,1.704200000000000,522.585000000000036,1.703740000000000,1500.316000000000031,2.557860000000000,1205.864000000000033,2.479730000000000,1234.721999999999980,2.511140000000000,1692.477000000000089,2.706520000000000,1263.824000000000069,2.534540000000000,1281.516000000000076,2.555080000000000,1619.084000000000060,2.650730000000000,1211.359999999999900,2.484980000000000,1213.827999999999975,2.491270000000000,860.974000000000046,1.983360000000000,860.974000000000046,2.124070000000000,828.024000000000001,2.090040000000000,430.850000000000023,1.468120000000000,430.850000000000023,1.565540000000000,406.838000000000022,1.530040000000000,210.372999999999990,1.100960000000000,234.716000000000008,1.218970000000000,220.013000000000005,1.189810000000000,104.611999999999995,0.855310000000000,65.070999999999998,0.769140000000000,61.408999999999999,0.755990000000000,53.636000000000003,0.691980000000000,24.797999999999998,0.584440000000000,23.588000000000001,0.577690000000000,34.911999999999999,0.613770000000000,20.423999999999999,0.557410000000000,19.480000000000000,0.551670000000000,47.408999999999999,0.667650000000000,37.704999999999998,0.653240000000000,36.414000000000001,0.647530000000000,127.861000000000004,0.916810000000000,132.808999999999997,0.981350000000000,146.478000000000009,1.018570000000000,853.707999999999970,1.975840000000000,609.958999999999946,1.820400000000000,621.533000000000015,1.838320000000000,,,,18c,18,1
2557307,2664577,7/15/1999 0:00:00,Medium,229433,Navarro River,0.051000000000000,18010108000121,With Digitized,0,StreamRiver,46006,0.000457733376360,1,5,5,10005968.000000000000000,10005967.000000000000000,10015042.000000000000000,10013609.000000000000000,14.891000000000000,10013609.000000000000000,619.437000000000012,0,0,0,1,10013609.000000000000000,10015245.000000000000000,10013609.000000000000000,0.000000000000000,1,10014852.000000000000000,0.000000000000000,100.000000000000000,0,0,0,0.003600000000000,769.756499999999960,769.756499999999960,0,0.002229495767160, ,,-9998.000000000000000,918.000000000000000,1077.000000000000000,1077.000000000000000,0.000010000000000,0, ,0.0510000,627.011999999999944,0.877020000000000,524.061000000000035,0.868820000000000,521.965000000000032,0.868630000000000,1498.662000000000035,1.211570000000000,1204.571999999999889,1.180260000000000,1233.394000000000005,1.192870000000000,1690.644999999999982,1.271270000000000,1262.428000000000111,1.202250000000000,1280.097999999999956,1.210500000000000,1617.342000000000098,1.248870000000000,1209.938000000000102,1.182320000000000,1212.403000000000020,1.184840000000000,860.041000000000054,0.980910000000000,860.041000000000054,1.037440000000000,827.131999999999948,1.023780000000000,430.379999999999995,0.774030000000000,430.379999999999995,0.813170000000000,406.398000000000025,0.798920000000000,210.146999999999991,0.626620000000000,234.415999999999997,0.673980000000000,219.730999999999995,0.662270000000000,104.501000000000005,0.527990000000000,64.995999999999995,0.493390000000000,61.338999999999999,0.488110000000000,53.576999999999998,0.462400000000000,24.771000000000001,0.419230000000000,23.562000000000001,0.416520000000000,34.872999999999998,0.431000000000000,20.402000000000001,0.408380000000000,19.459000000000000,0.406080000000000,47.357999999999997,0.452640000000000,37.661999999999999,0.446850000000000,36.372999999999998,0.444560000000000,127.757999999999996,0.552710000000000,132.700999999999993,0.578640000000000,146.354000000000013,0.593580000000000,852.785999999999945,0.977890000000000,609.354000000000042,0.915540000000000,620.913999999999987,0.922730000000000,,,,18c,18,1
2557308,2664653,7/15/1999 0:00:00,Medium,229433,Navarro River,3.719000000000000,18010108000122,With Digitized,0,StreamRiver,46006,0.038142286841087,1,4,4,10005993.000000000000000,10005968.000000000000000,10015245.000000000000000,10013609.000000000000000,14.942000000000000,10013609.000000000000000,450.598000000000013,0,0,0,1,10013609.000000000000000,10015449.000000000000000,10013609.000000000000000,0.000000000000000,1,10015042.000000000000000,0.000000000000000,100.000000000000000,0,0,0,5.379300000000000,577.374299999999948,577.374299999999948,0,0.090338284615500, ,,-9998.000000000000000,863.000000000000000,1975.000000000000000,1077.000000000000000,0.002414620000000,0, ,3.7190001,482.863000000000000,1.584640000000000,393.461000000000013,1.563650000000000,391.889000000000010,1.563240000000000,1148.833000000000084,2.330570000000000,930.374000000000024,2.290810000000000,951.993000000000052,2.318760000000000,1300.248000000000047,2.467980000000000,965.732999999999947,2.330470000000000,978.986999999999966,2.348830000000000,1245.942000000000007,2.419610000000000,910.278000000000020,2.267960000000000,912.126999999999953,2.273610000000000,660.905999999999949,1.816100000000000,660.905999999999949,1.961620000000000,636.221999999999980,1.931460000000000,330.656000000000006,1.352180000000000,330.656000000000006,1.452920000000000,312.668000000000006,1.421430000000000,161.515999999999991,1.021880000000000,171.388000000000005,1.115780000000000,160.372999999999990,1.089200000000000,80.239999999999995,0.800490000000000,48.808000000000000,0.722800000000000,46.064999999999998,0.710990000000000,40.863000000000000,0.652300000000000,18.922000000000001,0.558950000000000,18.015000000000001,0.552940000000000,26.709000000000000,0.582790000000000,15.808999999999999,0.536140000000000,15.102000000000000,0.531070000000000,36.537999999999997,0.632460000000000,28.748000000000001,0.621260000000000,27.780999999999999,0.616180000000000,103.355999999999995,0.871300000000000,107.209000000000003,0.937740000000000,117.448999999999998,0.970160000000000,661.467999999999961,1.816780000000000,482.526000000000010,1.707300000000000,491.197000000000003,1.723140000000000,,,,18c,18,1
