OBJECTID,COMID,FDATE,RESOLUTION,GNIS_ID,GNIS_NAME,LENGTHKM,REACHCODE,FLOWDIR,WBAREACOMI,FTYPE,FCODE,StreamLeve,StreamOrde,StreamCalc,FromNode,ToNode,Hydroseq,LevelPathI,Pathlength,TerminalPa,ArbolateSu,Divergence,StartFlag,TerminalFl,DnLevel,UpLevelPat,UpHydroseq,DnLevelPat,DnMinorHyd,DnDrainCou,DnHydroseq,FromMeas,ToMeas,RtnDiv,VPUIn,VPUOut,AreaSqKM,TotDASqKM,DivDASqKM,Tidal,TOTMA,WBAreaType,HWNodeSqKM,MAXELEVRAW,MINELEVRAW,MAXELEVSMO,MINELEVSMO,SLOPE,ELEVFIXED,HWTYPE,SLOPELENKM,QA_MA,VA_MA,QC_MA,VC_MA,QE_MA,VE_MA,QA_01,VA_01,QC_01,VC_01,QE_01,VE_01,QA_02,VA_02,QC_02,VC_02,QE_02,VE_02,QA_03,VA_03,QC_03,VC_03,QE_03,VE_03,QA_04,VA_04,QC_04,VC_04,QE_04,VE_04,QA_05,VA_05,QC_05,VC_05,QE_05,VE_05,QA_06,VA_06,QC_06,VC_06,QE_06,VE_06,QA_07,VA_07,QC_07,VC_07,QE_07,VE_07,QA_08,VA_08,QC_08,VC_08,QE_08,VE_08,QA_09,VA_09,QC_09,VC_09,QE_09,VE_09,QA_10,VA_10,QC_10,VC_10,QE_10,VE_10,QA_11,VA_11,QC_11,VC_11,QE_11,VE_11,QA_12,VA_12,QC_12,VC_12,QE_12,VE_12,LakeFract,SurfArea,RAreaHLoad,RPUID,VPUID,Enabled,Shape_Length
3,2664505,7/15/1999 0:00:00,Medium,229433,Navarro River,0.710000000000000,18010108000115,With Digitized,0,StreamRiver,46006,1,5,5,10005948.000000000000000,10005947.000000000000000,10013933.000000000000000,10013609.000000000000000,6.115000000000000,10013609.000000000000000,656.072999999999979,0,0,0,1,10013609.000000000000000,10014102.000000000000000,10013609.000000000000000,0.000000000000000,1,10013773.000000000000000,0.000000000000000,100.000000000000000,0,0,0,0.464400000000000,803.866499999999974,803.866499999999974,1,-9999.000000000000000, ,,-9998.000000000000000,359.000000000000000,588.000000000000000,588.000000000000000,0.000010000000000,0, ,0.7100000,652.481999999999971,-9999.000000000000000,547.464000000000055,-9999.000000000000000,520.984000000000037,-9999.000000000000000,1560.433999999999969,-9999.000000000000000,1252.788000000000011,-9999.000000000000000,1616.885999999999967,-9999.000000000000000,1758.592000000000098,-9999.000000000000000,1314.219000000000051,-9999.000000000000000,1537.441000000000031,-9999.000000000000000,1681.888999999999896,-9999.000000000000000,1262.703999999999951,-9999.000000000000000,1293.844000000000051,-9999.000000000000000,895.413999999999987,-9999.000000000000000,895.413999999999987,-9999.000000000000000,479.684000000000026,-9999.000000000000000,448.129000000000019,-9999.000000000000000,448.129000000000019,-9999.000000000000000,145.179000000000002,-9999.000000000000000,218.795999999999992,-9999.000000000000000,245.938999999999993,-9999.000000000000000,60.430999999999997,-9999.000000000000000,108.802000000000007,-9999.000000000000000,67.902000000000001,-9999.000000000000000,21.696000000000002,-9999.000000000000000,55.862000000000002,-9999.000000000000000,25.821000000000002,-9999.000000000000000,10.552000000000000,-9999.000000000000000,36.305000000000000,-9999.000000000000000,21.202000000000002,-9999.000000000000000,9.297000000000001,-9999.000000000000000,49.399000000000001,-9999.000000000000000,39.353999999999999,-9999.000000000000000,23.064000000000000,-9999.000000000000000,131.764999999999986,-9999.000000000000000,136.889999999999986,-9999.000000000000000,309.362000000000023,-9999.000000000000000,888.500000000000000,-9999.000000000000000,632.756999999999948,-9999.000000000000000,778.789999999999964,-9999.000000000000000,,,,18c,18,1,0.007866636424037
4,2664509,7/15/1999 0:00:00,Medium,229433,Navarro River,2.054000000000000,18010108000116,With Digitized,0,StreamRiver,46006,1,5,5,10005949.000000000000000,10005948.000000000000000,10014102.000000000000000,10013609.000000000000000,6.825000000000000,10013609.000000000000000,652.110000000000014,0,0,0,1,10013609.000000000000000,10014286.000000000000000,10013609.000000000000000,0.000000000000000,1,10013933.000000000000000,0.000000000000000,100.000000000000000,0,0,0,2.056500000000000,800.593200000000024,800.593200000000024,1,-9999.000000000000000, ,,-9998.000000000000000,381.000000000000000,588.000000000000000,588.000000000000000,0.000010000000000,0, ,2.0539999,649.832999999999970,-9999.000000000000000,545.025999999999954,-9999.000000000000000,518.546000000000049,-9999.000000000000000,1554.017000000000053,-9999.000000000000000,1247.781999999999925,-9999.000000000000000,1611.880000000000109,-9999.000000000000000,1751.596999999999980,-9999.000000000000000,1308.885999999999967,-9999.000000000000000,1532.107999999999947,-9999.000000000000000,1675.277000000000044,-9999.000000000000000,1257.289999999999964,-9999.000000000000000,1288.431000000000040,-9999.000000000000000,891.730000000000018,-9999.000000000000000,891.730000000000018,-9999.000000000000000,476.000000000000000,-9999.000000000000000,446.283999999999992,-9999.000000000000000,446.283999999999992,-9999.000000000000000,143.334000000000003,-9999.000000000000000,217.889999999999986,-9999.000000000000000,244.729000000000013,-9999.000000000000000,59.220999999999997,-9999.000000000000000,108.355000000000004,-9999.000000000000000,67.599000000000004,-9999.000000000000000,21.393000000000001,-9999.000000000000000,55.634999999999998,-9999.000000000000000,25.716999999999999,-9999.000000000000000,10.448000000000000,-9999.000000000000000,36.139000000000003,-9999.000000000000000,21.109000000000002,-9999.000000000000000,9.205000000000000,-9999.000000000000000,49.179000000000002,-9999.000000000000000,39.171999999999997,-9999.000000000000000,22.881000000000000,-9999.000000000000000,131.306000000000012,-9999.000000000000000,136.409999999999997,-9999.000000000000000,308.882000000000005,-9999.000000000000000,884.662000000000035,-9999.000000000000000,630.245000000000005,-9999.000000000000000,776.278000000000020,-9999.000000000000000,,,,18c,18,1,0.022540775920936
5,2664519,7/15/1999 0:00:00,Medium,229433,Navarro River,0.690000000000000,18010108000117,With Digitized,0,StreamRiver,46006,1,5,5,10005952.000000000000000,10005949.000000000000000,10014286.000000000000000,10013609.000000000000000,8.879000000000000,10013609.000000000000000,646.235000000000014,0,0,0,1,10013609.000000000000000,10014474.000000000000000,10013609.000000000000000,0.000000000000000,1,10014102.000000000000000,0.000000000000000,100.000000000000000,0,0,0,0.408600000000000,793.601999999999975,793.601999999999975,0,0.019230909528600, ,,-9998.000000000000000,473.000000000000000,624.000000000000000,588.000000000000000,0.000521730000000,0, ,0.6900000,644.592999999999961,1.382000000000000,540.206000000000017,1.366750000000000,513.725999999999999,1.362450000000000,1541.372000000000071,2.014060000000000,1237.914999999999964,1.952240000000000,1602.012999999999920,2.236550000000000,1737.740999999999985,2.126200000000000,1298.321999999999889,1.994360000000000,1521.542999999999893,2.184500000000000,1662.092000000000098,2.083740000000000,1246.500000000000000,1.958280000000000,1277.641000000000076,2.018280000000000,884.412000000000035,1.578350000000000,884.412000000000035,1.683440000000000,468.682000000000016,1.312320000000000,442.617000000000019,1.187730000000000,442.617000000000019,1.260500000000000,139.665999999999997,0.836240000000000,216.105999999999995,0.909320000000000,242.344999999999999,0.999860000000000,56.837000000000003,0.635860000000000,107.471000000000004,0.723090000000000,67.001999999999995,0.657770000000000,20.795999999999999,0.500390000000000,55.164999999999999,0.599420000000000,25.501000000000001,0.517570000000000,10.231999999999999,0.440140000000000,35.850000000000001,0.539890000000000,20.948000000000000,0.496830000000000,9.042999999999999,0.431780000000000,48.755000000000003,0.580940000000000,38.820000000000000,0.569870000000000,22.530000000000001,0.508740000000000,130.448000000000008,0.768020000000000,135.513000000000005,0.816230000000000,307.985000000000014,1.111690000000000,877.144000000000005,1.572800000000000,625.323999999999955,1.452260000000000,771.355999999999995,1.616360000000000,,,,18c,18,1,0.006840390148932
6,2665613,7/15/1999 0:00:00,Medium,229433,Navarro River,1.509000000000000,18010108000118,With Digitized,0,StreamRiver,46006,1,5,5,10006174.000000000000000,10005952.000000000000000,10014474.000000000000000,10013609.000000000000000,9.569000000000001,10013609.000000000000000,637.812000000000012,0,0,0,1,10013609.000000000000000,10014664.000000000000000,10013609.000000000000000,0.000000000000000,1,10014286.000000000000000,0.000000000000000,100.000000000000000,0,0,0,1.301400000000000,786.533400000000029,786.533400000000029,0,0.065919034360100, ,,-9998.000000000000000,506.000000000000000,624.000000000000000,624.000000000000000,0.000010000000000,0, ,1.5089999,639.073999999999955,0.879730000000000,535.133000000000038,0.871570000000000,508.653000000000020,0.869260000000000,1527.959000000000060,1.216020000000000,1227.446999999999889,1.183570000000000,1591.545000000000073,1.336220000000000,1722.982999999999947,1.275800000000000,1287.071999999999889,1.205890000000000,1510.294000000000096,1.308010000000000,1648.095000000000027,1.253240000000000,1235.055000000000064,1.186450000000000,1266.194999999999936,1.218690000000000,876.783000000000015,0.984190000000000,876.783000000000015,1.040390000000000,461.053999999999974,0.840750000000000,438.786000000000001,0.776320000000000,438.786000000000001,0.815230000000000,135.836000000000013,0.586610000000000,214.241999999999990,0.628170000000000,239.860999999999990,0.676170000000000,54.353000000000002,0.479450000000000,106.530000000000001,0.529050000000000,66.366000000000000,0.494290000000000,20.160000000000000,0.409420000000000,54.689000000000000,0.463260000000000,25.282000000000000,0.419750000000000,10.013000000000000,0.378060000000000,35.549999999999997,0.431600000000000,20.780000000000001,0.408740000000000,8.875000000000000,0.373740000000000,48.293999999999997,0.453360000000000,38.438000000000002,0.447490000000000,22.146999999999998,0.414590000000000,129.604000000000013,0.553260000000000,134.629999999999995,0.579040000000000,307.101999999999975,0.737430000000000,869.379999999999995,0.981160000000000,620.236999999999966,0.917480000000000,766.269999999999982,1.005600000000000,,,,18c,18,1,0.016892196932699
93,2664615,7/29/2004 0:00:00,Medium, , ,1.507000000000000,18010108000876,With Digitized,0,StreamRiver,46003,2,1,1,10093481.000000000000000,10005966.000000000000000,10139444.000000000000000,10089472.000000000000000,9.038000000000000,10013609.000000000000000,1.507000000000000,0,1,0,2,0.000000000000000,0.000000000000000,10089472.000000000000000,0.000000000000000,1,10089472.000000000000000,65.899870000000007,100.000000000000000,0,0,0,1.425600000000000,1.425600000000000,1.425600000000000,0,0.068034900804000, ,0.108900000000000,30617.000000000000000,22706.000000000000000,30617.000000000000000,22706.000000000000000,0.058254780000000,0,H,1.3580000,1.186000000000000,0.841110000000000,1.186000000000000,0.841110000000000,1.186000000000000,0.841110000000000,2.867000000000000,1.159640000000000,2.867000000000000,1.159640000000000,2.867000000000000,1.159640000000000,3.138000000000000,1.201460000000000,3.138000000000000,1.201460000000000,3.138000000000000,1.201460000000000,2.963000000000000,1.174660000000000,2.963000000000000,1.174660000000000,2.963000000000000,1.174660000000000,1.647000000000000,0.942590000000000,1.647000000000000,0.942590000000000,1.647000000000000,0.942590000000000,0.829000000000000,0.748860000000000,0.829000000000000,0.748860000000000,0.829000000000000,0.748860000000000,0.402000000000000,0.608310000000000,0.136000000000000,0.477070000000000,0.136000000000000,0.477070000000000,0.201000000000000,0.515960000000000,0.073000000000000,0.429610000000000,0.073000000000000,0.429610000000000,0.105000000000000,0.455420000000000,0.105000000000000,0.455420000000000,0.105000000000000,0.455420000000000,0.076000000000000,0.432230000000000,0.058000000000000,0.415680000000000,0.058000000000000,0.415680000000000,0.095000000000000,0.447810000000000,0.095000000000000,0.447810000000000,0.095000000000000,0.447810000000000,0.214000000000000,0.522980000000000,0.214000000000000,0.522980000000000,0.214000000000000,0.522980000000000,1.696000000000000,0.952540000000000,2.011000000000000,1.013530000000000,2.011000000000000,1.013530000000000,,,,18c,18,1,0.015649869786428
94,2664571,7/29/2004 0:00:00,Medium, , ,2.923000000000000,18010108000876,With Digitized,0,StreamRiver,46006,2,1,1,10005966.000000000000000,10005947.000000000000000,10089472.000000000000000,10089472.000000000000000,6.115000000000000,10013609.000000000000000,4.430000000000000,0,0,0,1,10089472.000000000000000,10139444.000000000000000,10013609.000000000000000,0.000000000000000,1,10013773.000000000000000,0.000000000000000,65.899870000000007,0,0,0,3.193200000000000,4.618800000000000,4.618800000000000,0,0.111226626139000, ,,-9998.000000000000000,588.000000000000000,22706.000000000000000,588.000000000000000,0.075668830000000,0, ,2.9230001,3.885000000000000,1.036580000000000,1.981000000000000,0.997910000000000,1.981000000000000,0.997910000000000,9.330000000000000,1.467920000000000,8.660000000000000,1.817520000000000,8.660000000000000,1.817520000000000,10.164000000000000,1.521860000000000,6.838000000000000,1.639610000000000,6.838000000000000,1.639610000000000,9.612000000000000,1.486400000000000,9.612000000000000,1.903450000000000,9.612000000000000,1.903450000000000,5.426000000000000,1.177920000000000,5.426000000000000,1.485760000000000,5.426000000000000,1.485760000000000,2.716000000000000,0.910520000000000,2.716000000000000,1.123700000000000,2.716000000000000,1.123700000000000,1.325000000000000,0.719700000000000,0.565000000000000,0.662580000000000,0.565000000000000,0.662580000000000,0.671000000000000,0.594980000000000,0.273000000000000,0.549110000000000,0.273000000000000,0.549110000000000,0.361000000000000,0.514600000000000,0.361000000000000,0.587610000000000,0.361000000000000,0.587610000000000,0.248000000000000,0.477330000000000,0.180000000000000,0.501340000000000,0.180000000000000,0.501340000000000,0.310000000000000,0.498580000000000,0.310000000000000,0.565910000000000,0.310000000000000,0.565910000000000,0.833000000000000,0.629860000000000,0.838000000000000,0.745050000000000,0.838000000000000,0.745050000000000,5.647000000000000,1.196550000000000,6.070000000000000,1.558010000000000,6.070000000000000,1.558010000000000,,,,18c,18,1,0.028932413356938
95,2664567,7/29/2004 0:00:00,Medium, , ,3.253000000000000,18010108000877,With Digitized,0,StreamRiver,46006,2,1,1,10093473.000000000000000,10005948.000000000000000,10139452.000000000000000,10139452.000000000000000,6.825000000000000,10013609.000000000000000,3.253000000000000,0,1,0,1,0.000000000000000,0.000000000000000,10013609.000000000000000,0.000000000000000,1,10013933.000000000000000,0.000000000000000,100.000000000000000,0,0,0,2.808900000000000,2.808900000000000,2.808900000000000,0,0.133117599957000, ,0.423900000000000,18362.000000000000000,424.000000000000000,18362.000000000000000,588.000000000000000,0.057280050000000,0,H,3.1029999,2.276000000000000,0.927940000000000,2.276000000000000,0.927940000000000,2.276000000000000,0.927940000000000,5.516000000000000,1.299730000000000,5.197000000000000,1.268860000000000,5.197000000000000,1.268860000000000,6.019000000000000,1.346750000000000,6.019000000000000,1.346750000000000,6.019000000000000,1.346750000000000,5.686000000000000,1.315840000000000,5.686000000000000,1.315840000000000,5.686000000000000,1.315840000000000,3.165000000000000,1.046500000000000,3.165000000000000,1.046500000000000,3.165000000000000,1.046500000000000,1.582000000000000,0.819130000000000,1.582000000000000,0.819130000000000,1.582000000000000,0.819130000000000,0.780000000000000,0.659240000000000,0.300000000000000,0.519630000000000,0.300000000000000,0.519630000000000,0.384000000000000,0.549210000000000,0.149000000000000,0.454060000000000,0.149000000000000,0.454060000000000,0.195000000000000,0.476440000000000,0.195000000000000,0.476440000000000,0.195000000000000,0.476440000000000,0.140000000000000,0.449320000000000,0.104000000000000,0.428740000000000,0.104000000000000,0.428740000000000,0.188000000000000,0.473210000000000,0.188000000000000,0.473210000000000,0.188000000000000,0.473210000000000,0.383000000000000,0.548880000000000,0.383000000000000,0.548880000000000,0.383000000000000,0.548880000000000,3.295000000000000,1.062440000000000,3.701000000000000,1.110440000000000,3.701000000000000,1.110440000000000,,,,18c,18,1,0.033285979814134
96,2664579,7/30/2004 0:00:00,Medium, , ,2.388000000000000,18010108000878,With Digitized,0,StreamRiver,46006,2,2,2,10005969.000000000000000,10005952.000000000000000,10070415.000000000000000,10070415.000000000000000,9.569000000000001,10013609.000000000000000,7.733000000000000,0,0,0,1,10070415.000000000000000,10089465.000000000000000,10013609.000000000000000,0.000000000000000,1,10014286.000000000000000,0.000000000000000,100.000000000000000,0,0,0,1.957500000000000,6.660000000000000,6.660000000000000,0,0.094635482166200, ,,-9998.000000000000000,624.000000000000000,8123.000000000000000,624.000000000000000,0.031402840000000,0, ,2.3880000,5.209000000000000,0.993040000000000,2.733000000000000,0.958190000000000,2.733000000000000,0.958190000000000,12.661000000000000,1.405590000000000,11.651000000000000,1.711740000000000,11.651000000000000,1.711740000000000,13.940000000000000,1.463120000000000,9.440000000000000,1.563370000000000,9.440000000000000,1.563370000000000,13.212999999999999,1.430740000000000,6.389000000000000,1.328420000000000,6.389000000000000,1.328420000000000,7.195000000000000,1.121150000000000,7.195000000000000,1.394840000000000,7.195000000000000,1.394840000000000,3.616000000000000,0.872410000000000,3.616000000000000,1.062350000000000,3.616000000000000,1.062350000000000,1.760000000000000,0.693200000000000,0.791000000000000,0.644790000000000,0.791000000000000,0.644790000000000,0.887000000000000,0.575830000000000,0.369000000000000,0.532790000000000,0.369000000000000,0.532790000000000,0.447000000000000,0.494250000000000,0.212000000000000,0.475580000000000,0.212000000000000,0.475580000000000,0.283000000000000,0.454200000000000,0.204000000000000,0.472200000000000,0.204000000000000,0.472200000000000,0.434000000000000,0.491360000000000,0.284000000000000,0.503660000000000,0.284000000000000,0.503660000000000,0.795000000000000,0.560720000000000,0.799000000000000,0.646590000000000,0.799000000000000,0.646590000000000,7.319000000000000,1.128550000000000,7.704000000000000,1.435000000000000,7.704000000000000,1.435000000000000,,,,18c,18,1,0.023152659136922
97,2664639,7/29/2004 0:00:00,Medium, , ,1.961000000000000,18010108000879,With Digitized,0,StreamRiver,46006,2,1,1,10005986.000000000000000,10005969.000000000000000,10089465.000000000000000,10070415.000000000000000,11.957000000000001,10013609.000000000000000,3.591000000000000,0,0,0,2,10070415.000000000000000,10139437.000000000000000,10070415.000000000000000,0.000000000000000,1,10070415.000000000000000,0.000000000000000,54.412979999999997,0,0,0,2.312100000000000,3.445200000000000,3.445200000000000,0,0.079761388130200, ,,-9998.000000000000000,8039.000000000000000,17171.000000000000000,8123.000000000000000,0.046139720000000,0, ,1.9610000,2.675000000000000,0.933590000000000,2.675000000000000,0.933590000000000,2.675000000000000,0.933590000000000,6.499000000000000,1.310070000000000,6.095000000000000,1.276510000000000,6.095000000000000,1.276510000000000,7.196000000000000,1.365750000000000,7.196000000000000,1.365750000000000,7.196000000000000,1.365750000000000,6.824000000000000,1.336370000000000,6.824000000000000,1.336370000000000,6.824000000000000,1.336370000000000,3.691000000000000,1.050150000000000,3.691000000000000,1.050150000000000,3.691000000000000,1.050150000000000,1.857000000000000,0.823440000000000,1.857000000000000,0.823440000000000,1.857000000000000,0.823440000000000,0.909000000000000,0.660850000000000,0.361000000000000,0.524240000000000,0.361000000000000,0.524240000000000,0.456000000000000,0.552740000000000,0.179000000000000,0.457110000000000,0.179000000000000,0.457110000000000,0.231000000000000,0.478680000000000,0.231000000000000,0.478680000000000,0.231000000000000,0.478680000000000,0.143000000000000,0.440400000000000,0.106000000000000,0.420990000000000,0.106000000000000,0.420990000000000,0.217000000000000,0.473120000000000,0.217000000000000,0.473120000000000,0.217000000000000,0.473120000000000,0.395000000000000,0.534800000000000,0.395000000000000,0.534800000000000,0.395000000000000,0.534800000000000,3.713000000000000,1.052490000000000,4.130000000000000,1.095760000000000,4.130000000000000,1.095760000000000,,,,18c,18,1,0.019113526602113
98,2664659,7/29/2004 0:00:00,Medium, , ,1.630000000000000,18010108000879,With Digitized,0,StreamRiver,46003,2,1,1,10093488.000000000000000,10005986.000000000000000,10139437.000000000000000,10070415.000000000000000,13.917999999999999,10013609.000000000000000,1.630000000000000,0,1,0,2,0.000000000000000,0.000000000000000,10070415.000000000000000,0.000000000000000,1,10089465.000000000000000,54.412979999999997,100.000000000000000,0,0,0,1.133100000000000,1.133100000000000,1.133100000000000,0,0.074452662774300, ,0.168300000000000,28265.000000000000000,17171.000000000000000,28265.000000000000000,17171.000000000000000,0.075010140000000,0,H,1.4790000,0.876000000000000,0.831340000000000,0.876000000000000,0.831340000000000,0.876000000000000,0.831340000000000,2.127000000000000,1.146000000000000,2.127000000000000,1.146000000000000,2.127000000000000,1.146000000000000,2.364000000000000,1.194330000000000,2.364000000000000,1.194330000000000,2.364000000000000,1.194330000000000,2.247000000000000,1.170770000000000,2.247000000000000,1.170770000000000,2.247000000000000,1.170770000000000,1.213000000000000,0.930010000000000,1.213000000000000,0.930010000000000,1.213000000000000,0.930010000000000,0.609000000000000,0.739540000000000,0.609000000000000,0.739540000000000,0.609000000000000,0.739540000000000,0.303000000000000,0.605990000000000,0.097000000000000,0.470930000000000,0.097000000000000,0.470930000000000,0.152000000000000,0.514720000000000,0.054000000000000,0.427490000000000,0.054000000000000,0.427490000000000,0.076000000000000,0.451180000000000,0.076000000000000,0.451180000000000,0.076000000000000,0.451180000000000,0.045000000000000,0.416500000000000,0.035000000000000,0.402990000000000,0.035000000000000,0.402990000000000,0.069000000000000,0.444040000000000,0.069000000000000,0.444040000000000,0.069000000000000,0.444040000000000,0.129000000000000,0.497500000000000,0.129000000000000,0.497500000000000,0.129000000000000,0.497500000000000,1.211000000000000,0.929460000000000,1.476000000000000,0.998280000000000,1.476000000000000,0.998280000000000,,,,18c,18,1,0.017708670576601
